Date,Patient_Volume,Wait_Time_Mins,Temperature,Flu_Trend
2023-04-01 01:00:00,21,35.39071521142655,26.265972121233325,41.0
2023-04-01 02:00:00,21,34.587850755762894,1.2415864426755885,24.0
2023-04-01 04:00:00,28,40.46648567879091,9.923465408211065,64.0
2023-04-01 06:00:00,15,26.72463656385507,14.34936693152826,28.0
2023-04-01 07:00:00,30,43.75629121429579,4.636549472202731,60.0
2023-04-01 09:00:00,21,32.22800777277825,-2.0481730854424143,20.0
2023-04-01 13:00:00,14,19.123266590079595,24.08532285808009,15.0
2023-04-01 14:00:00,9,28.908764033598064,35.36143348093525,19.0
2023-04-01 15:00:00,26,35.2508032128033,16.976174436648638,69.0
2023-04-01 17:00:00,30,43.43529384396908,17.888608601940447,81.0
2023-04-01 18:00:00,25,37.903661346944375,15.288872054246614,63.0
2023-04-01 19:00:00,12,19.28880848709506,15.141431096287866,17.0
2023-04-01 22:00:00,40,49.8692849946587,13.9726805671441,61.0
2023-04-01 23:00:00,27,38.17503605760962,8.178873990039317,55.0
2023-04-02 00:00:00,19,31.796546189914526,5.459963135069101,24.0
2023-04-02 03:00:00,13,21.511600634278754,17.68918497664813,24.0
2023-04-02 05:00:00,19,30.99740311518059,18.56918882261276,24.0
2023-04-02 09:00:00,10,20.370363470743477,23.532641911906268,24.0
2023-04-02 13:00:00,16,25.328032198485687,11.764031758812973,24.0
2023-04-02 15:00:00,14,19.213570661416483,14.838604854076822,24.0
2023-04-02 17:00:00,14,23.21158907106336,14.511085887273923,24.0
2023-04-02 19:00:00,8,13.306278927816404,26.440346900030022,24.0
2023-04-02 20:00:00,6,8.803357005014805,29.92422465686064,24.0
2023-04-02 21:00:00,24,36.37556557379209,8.603143108565233,24.0
2023-04-02 23:00:00,13,20.268738241151365,17.328238718883444,24.0
2023-04-03 01:00:00,15,27.793668364036563,11.433129469731945,22.0
2023-04-03 04:00:00,18,28.7088601815809,14.078698409106835,36.0
2023-04-03 06:00:00,17,25.11950977295371,19.37043521683277,40.0
2023-04-03 10:00:00,14,29.661466461743384,28.40169129770603,22.0
2023-04-03 12:00:00,15,24.021497685644263,26.16841879273551,21.0
2023-04-03 14:00:00,15,29.767298792386175,11.292868250965284,23.0
2023-04-03 15:00:00,11,17.635765286113738,23.158695805123727,28.0
2023-04-03 18:00:00,35,48.61795467099488,23.76874640186307,84.0
2023-04-03 20:00:00,33,47.770872456224396,3.3273306653878816,69.0
2023-04-03 21:00:00,31,35.410494802937734,17.463109803957522,62.0
2023-04-04 02:00:00,28,42.40557556879139,3.567132324324998,28.0
2023-04-04 04:00:00,16,24.982658567745997,32.15288496533331,58.0
2023-04-04 07:00:00,14,22.384291444569588,10.354788194298013,16.0
2023-04-04 08:00:00,21,31.27282553936965,30.400953270213947,72.0
2023-04-04 10:00:00,12,17.390458030016596,15.263900231624856,19.0
2023-04-04 13:00:00,13,22.98287846740412,11.71848319794817,14.0
2023-04-04 15:00:00,19,33.05241982003646,14.655118604127903,41.0
2023-04-04 18:00:00,11,20.550187944772873,24.288432704784668,29.0
2023-04-05 03:00:00,19,32.22878086065173,27.548233021204986,63.0
2023-04-05 04:00:00,8,15.871432048545989,19.709579793080906,12.0
2023-04-05 05:00:00,4,7.246677477910701,29.43517888894651,16.0
2023-04-05 06:00:00,36,47.1632253978345,0.3396930913056657,50.0
2023-04-05 09:00:00,26,39.87839646500704,11.169096584200123,58.0
2023-04-05 12:00:00,30,43.29995985142,-0.688704143355114,51.0
2023-04-05 14:00:00,14,20.491036470216514,24.423115495872274,41.0
2023-04-05 15:00:00,23,33.87073386635604,22.67160038087355,66.0
2023-04-05 16:00:00,40,55.83676492828646,6.88708229138976,48.0
2023-04-05 17:00:00,28,40.62772209296141,20.082494625541813,81.0
2023-04-05 18:00:00,57,67.21160748633508,-0.9715235599929191,69.0
2023-04-05 21:00:00,15,22.17943692331485,8.716982311164468,17.0
2023-04-05 22:00:00,29,40.459198640082356,7.266916673206831,63.0
2023-04-06 00:00:00,13,24.69133812833897,15.891727866492218,24.0
2023-04-06 01:00:00,12,20.517531549048304,15.465028202928508,17.0
2023-04-06 02:00:00,12,22.146893684803118,15.127721192034382,17.0
2023-04-06 04:00:00,14,26.248131632841037,17.00436105480537,28.0
2023-04-06 06:00:00,21,31.033281885650563,20.81410011548828,58.0
2023-04-06 09:00:00,18,24.178074624058716,28.501679568961848,36.0
2023-04-06 14:00:00,10,16.579334585837262,17.414048960519903,16.0
2023-04-06 15:00:00,15,27.164003161473488,6.033921170232189,13.0
2023-04-06 16:00:00,19,30.890100536314822,21.426177588062103,50.0
2023-04-06 18:00:00,47,62.64552761227928,-5.338089151741059,100.0
2023-04-06 20:00:00,22,34.08609699401177,39.9074308777721,69.0
2023-04-06 23:00:00,5,9.77999044685428,26.580398279551705,15.0
2023-04-07 03:00:00,22,38.43920999647864,19.377761410624817,34.0
2023-04-07 06:00:00,16,23.127245045813908,23.118033100484716,20.0
2023-04-07 11:00:00,6,14.844176769476451,25.593456870588213,16.0
2023-04-07 13:00:00,41,58.284894733054465,-2.9640282878841937,85.0
2023-04-07 19:00:00,38,54.22817192229185,5.896828495392951,88.0
2023-04-07 20:00:00,6,12.48325091425692,24.20632998592795,12.0
2023-04-07 21:00:00,38,52.77960980416509,2.760169878086396,84.0
2023-04-07 22:00:00,18,27.13499687515936,28.12619750817273,61.0
2023-04-07 23:00:00,25,39.62777668418142,14.181270488136304,60.0
2023-04-08 00:00:00,54,61.970877169679284,2.670336479935365,88.0
2023-04-08 01:00:00,16,23.682234417745605,4.484682039528266,12.0
2023-04-08 02:00:00,25,39.357323543985785,3.1091259329249983,41.0
2023-04-08 03:00:00,27,55.421354638838736,1.0157768587879055,21.0
2023-04-08 07:00:00,23,33.071612437923974,19.852183818208857,63.0
2023-04-08 08:00:00,9,15.363359138914113,17.869555559422963,12.0
2023-04-08 11:00:00,24,32.15042608896888,20.964111362418993,69.0
2023-04-08 12:00:00,28,44.264486827790755,12.893289334173405,18.0
2023-04-08 13:00:00,20,31.313703513023388,16.553848767468786,48.0
2023-04-08 14:00:00,17,26.833748277673084,8.158238786215119,22.0
2023-04-08 16:00:00,23,34.75039676586833,-0.5327499719307323,27.0
2023-04-08 17:00:00,42,46.68369213962941,13.082903798702265,90.0
2023-04-08 20:00:00,17,31.1589053323464,19.317982210474767,16.0
2023-04-08 21:00:00,17,27.315838869851028,3.7189527518418757,17.0
2023-04-08 23:00:00,18,31.55086626224419,13.227838198306829,35.0
2023-04-09 01:00:00,25,36.58267003707685,8.157216174830316,26.0
2023-04-09 03:00:00,17,27.06264013592475,9.334779769088714,26.0
2023-04-09 08:00:00,28,41.23733191484223,2.958693221407021,26.0
2023-04-09 11:00:00,26,36.432449119737925,5.88029047256493,26.0
2023-04-09 12:00:00,15,26.85240496039489,13.377175473476257,26.0
2023-04-09 13:00:00,12,24.541898360338458,20.59809202388531,26.0
2023-04-09 15:00:00,15,24.827171979716,14.196473498433143,26.0
2023-04-09 22:00:00,20,25.62481977868996,3.9114107630338033,26.0
2023-04-09 23:00:00,21,32.48091928072047,3.009027578433903,26.0
2023-04-10 01:00:00,24,31.866540369199782,25.612455412466204,51.0
2023-04-10 03:00:00,30,32.41608469938082,28.565593742650883,75.0
2023-04-10 04:00:00,20,31.741908751800825,15.968219495028617,21.0
2023-04-10 06:00:00,26,38.35540935373394,25.306123010041137,81.0
2023-04-10 08:00:00,14,22.120626689406286,26.34302305775611,18.0
2023-04-10 09:00:00,22,36.506305094302185,13.540339919587357,50.0
2023-04-10 13:00:00,40,57.97996359919949,-7.612193385959092,74.0
2023-04-10 16:00:00,17,29.005272701800756,9.083421234960198,26.0
2023-04-10 19:00:00,25,39.91529854052664,11.54086522295855,55.0
2023-04-11 00:00:00,23,34.819058107390006,11.062640323887155,48.0
2023-04-11 03:00:00,26,34.62090913946381,25.018596169372394,58.0
2023-04-11 05:00:00,19,35.935239907634035,1.1378020896908954,19.0
2023-04-11 07:00:00,29,44.54433250337868,7.407680243367699,62.0
2023-04-11 08:00:00,22,31.507585700461554,-7.168048266694214,14.0
2023-04-11 09:00:00,21,33.64124659811297,22.95477938225679,60.0
2023-04-11 10:00:00,17,27.806526321473516,10.594203919361973,26.0
2023-04-11 11:00:00,24,38.89920091245571,14.618628354488221,58.0
2023-04-11 13:00:00,31,39.15100213326045,17.27932858366496,60.0
2023-04-11 16:00:00,19,30.360440523875454,2.460103903442697,21.0
2023-04-11 17:00:00,16,23.731869915221854,12.24203276750775,27.0
2023-04-11 21:00:00,31,43.01332980275892,-5.625789854269534,24.0
2023-04-11 22:00:00,34,51.15974438943385,8.13938054219058,55.0
2023-04-12 00:00:00,30,43.99518295263441,-0.7941515673108857,51.0
2023-04-12 01:00:00,10,20.310667722828697,19.40569914096929,17.0
2023-04-12 02:00:00,30,45.690776139137185,13.066373488965422,76.0
2023-04-12 03:00:00,24,38.273999977094725,17.9616760600303,63.0
2023-04-12 04:00:00,11,17.402610182412957,15.367153228595436,15.0
2023-04-12 05:00:00,22,30.522782338950172,9.492667850031324,41.0
2023-04-12 07:00:00,21,37.4712169664112,27.595743239916356,20.0
2023-04-12 08:00:00,19,29.873242336397414,7.634112438329098,28.0
2023-04-12 09:00:00,9,18.48375609419613,25.125505492052532,26.0
2023-04-12 10:00:00,12,17.623295929871805,15.431117734554185,19.0
2023-04-12 12:00:00,22,32.516084789459704,0.28857967668855444,25.0
2023-04-12 13:00:00,9,13.133253275615107,18.77312557901952,15.0
2023-04-12 14:00:00,30,44.46761482625802,22.936012142318006,67.0
2023-04-12 15:00:00,51,56.78438663195801,-0.38322882582305695,74.0
2023-04-12 18:00:00,35,47.48676094254706,20.895619965154903,56.0
2023-04-12 19:00:00,34,49.72028945630627,-12.161178708843302,20.0
2023-04-12 21:00:00,30,58.563695599544445,5.3285466476364824,13.0
2023-04-12 22:00:00,20,32.624114226143135,15.165866085786686,19.0
2023-04-12 23:00:00,18,28.874841818598924,27.362324259086094,58.0
2023-04-13 01:00:00,9,19.62279992279317,24.9454307169539,24.0
2023-04-13 05:00:00,25,32.433029624802415,26.02472701521267,55.0
2023-04-13 12:00:00,15,27.622330873026563,13.444637633414052,24.0
2023-04-13 13:00:00,28,36.0432183258156,25.503877001377592,63.0
2023-04-13 16:00:00,30,44.252892737937444,4.650228623238107,60.0
2023-04-13 18:00:00,45,53.883149933742445,-0.9511458411013063,76.0
2023-04-13 21:00:00,22,32.2382630605342,8.504850645485496,41.0
2023-04-13 22:00:00,27,32.20984493547555,23.630947247085572,58.0
2023-04-13 23:00:00,33,47.64303821099139,-1.1905272516353165,61.0
2023-04-14 00:00:00,39,55.95072308226222,-3.6740039447803206,76.0
2023-04-14 01:00:00,21,31.931229292528716,18.437623056819127,55.0
2023-04-14 02:00:00,23,33.50277885314636,16.282753262686484,55.0
2023-04-14 03:00:00,15,27.83326381832493,22.222247293656864,17.0
2023-04-14 04:00:00,28,39.262578695419684,7.274178459221994,57.0
2023-04-14 06:00:00,15,30.787413476712572,23.077236592957437,16.0
2023-04-14 08:00:00,10,26.365638657119565,35.785999612431766,22.0
2023-04-14 10:00:00,11,17.895358149068063,14.657682857707764,14.0
2023-04-14 11:00:00,14,20.719114531727634,14.69176950252319,24.0
2023-04-14 12:00:00,15,24.39099218862345,22.80305085865625,41.0
2023-04-14 13:00:00,9,16.44737445005512,20.183597239660415,15.0
2023-04-14 14:00:00,22,33.98638088403481,18.81287824479068,56.0
2023-04-14 15:00:00,16,22.980055315128673,21.10651909113721,41.0
2023-04-14 16:00:00,8,16.27728255742636,44.458957381817854,55.0
2023-04-14 18:00:00,12,18.77853595987424,15.685615456268879,20.0
2023-04-14 19:00:00,22,30.354560705488083,15.873756929761472,51.0
2023-04-14 20:00:00,32,44.596052572720986,23.406464404831027,75.0
2023-04-15 03:00:00,24,38.609800310512,28.48082819495925,56.0
2023-04-15 09:00:00,28,41.94068547360181,32.261795041193146,100.0
2023-04-15 10:00:00,17,25.556310168185433,3.8690848381458984,17.0
2023-04-15 16:00:00,15,24.407606145004916,15.375233897554882,28.0
2023-04-15 18:00:00,23,32.7398974559391,28.42738852378211,28.0
2023-04-15 21:00:00,20,31.479849463617533,33.370513744595826,74.0
2023-04-15 23:00:00,28,48.665970203603756,17.07728431374268,26.0
2023-04-16 00:00:00,23,37.782887748206896,8.460408833670357,21.0
2023-04-16 01:00:00,24,37.42906384824484,-7.627836966716632,21.0
2023-04-16 02:00:00,17,24.996170900261525,7.5219910945927815,21.0
2023-04-16 04:00:00,15,23.78308142199301,10.563991193257216,21.0
2023-04-16 10:00:00,13,19.404998085644024,15.337108199774832,21.0
2023-04-16 13:00:00,24,37.304301270164956,7.124340365930319,21.0
2023-04-16 15:00:00,17,24.93657105250772,20.670806950260676,21.0
